Block,Floor,FloorLevel,Room,Size,Size_Category,Price,AvgPrice,Date,Direction,View,Distance,View_Score
51,3,Low,F,664,Middle_Unit,9300000,15979.38144,28/5/2026,west,8. Normal (Poor Direction - N/W),350,4.5
57,26,High,B,624,Middle_Unit,7800000,13402.06186,28/5/2026,east,6. Normal (Good Direction - S/E),200,6
45,15,Mid,C,723,Middle_Unit,12100000,20790.37801,28/5/2026,east,3. Premium Partial (Gap Harbour View),650,8
30,3,Low,G,506,Small_Unit,8180000,14054.98282,28/5/2026,west,8. Normal (Poor Direction - N/W),500,4.5
28,5,Low,B,714,Middle_Unit,1150000,1975.945017,22/5/2026,east,6. Normal (Good Direction - S/E),400,6
23,22,Mid,E,702,Middle_Unit,11200000,19243.98625,22/5/2026,south,6. Normal (Good Direction - S/E),200,6
23,25,Mid,C,580,Small_Unit,9900000,17010.30928,21/5/2026,east,6. Normal (Good Direction - S/E),200,6
13,14,Mid,D,593,Middle_Unit,10080000,17319.58763,21/5/2026,south,10. Poor Street (King's Road Noise Penalty),400,2
53,16,Mid,G,719,Middle_Unit,10500000,18041.23711,20/5/2026,west,8. Normal (Poor Direction - N/W),350,4.5
28,17,Mid,A,706,Middle_Unit,11380000,19553.2646,19/5/2026,north,8. Normal (Poor Direction - N/W),400,4.5
46,14,Mid,F,718,Middle_Unit,12000000,20618.5567,18/5/2026,west,8. Normal (Poor Direction - N/W),500,4.5
11,23,Mid,H,598,Middle_Unit,7300000,12542.95533,18/5/2026,north,8. Normal (Poor Direction - N/W),400,4.5
29,22,Mid,G,580,Small_Unit,10600000,18275.86207,18/5/2026,west,8. Normal (Poor Direction - N/W),400,4.5
17,18,Mid,B,582,Middle_Unit,10138000,17419.24399,15/5/2026,east,6. Normal (Good Direction - S/E),400,6
60,18,Mid,F,647,Middle_Unit,12300000,19010.81917,15/5/2026,west,8. Normal (Poor Direction - N/W),200,4.5
10,9,Low,B,582,Middle_Unit,9800000,16838.48797,14/5/2026,east,6. Normal (Good Direction - S/E),400,6
22,17,Mid,C,582,Middle_Unit,9150000,15721.64948,13/5/2026,east,6. Normal (Good Direction - S/E),150,6
55,4,Low,G,680,Middle_Unit,11380000,16735.29412,13/5/2026,west,8. Normal (Poor Direction - N/W),200,4.5
21,12,Mid,A,709,Middle_Unit,12300000,17348.378,13/5/2026,north,8. Normal (Poor Direction - N/W),150,4.5
19,21,Mid,E,545,Small_Unit,9000000,16513.76147,13/5/2026,south,6. Normal (Good Direction - S/E),150,6
10,10,Low,E,689,Middle_Unit,8680000,12597.96807,12/5/2026,south,2. Premium (Full Mountain),400,8.5
32,13,Mid,A,580,Small_Unit,9520000,16413.7931,11/5/2026,north,8. Normal (Poor Direction - N/W),500,4.5
30,2,Low,F,506,Small_Unit,7088000,14007.90514,11/5/2026,west,8. Normal (Poor Direction - N/W),500,4.5
27,7,Low,A,580,Small_Unit,9350000,16120.68966,8/5/2026,north,8. Normal (Poor Direction - N/W),400,4.5
18,15,Mid,D,593,Middle_Unit,9400000,15851.60202,8/5/2026,south,2. Premium (Full Mountain),400,8.5
23,5,Low,G,580,Small_Unit,9700000,16724.13793,7/5/2026,west,8. Normal (Poor Direction - N/W),200,4.5
8,24,Mid,D,689,Middle_Unit,9500000,13788.09869,7/5/2026,south,2. Premium (Full Mountain),400,8.5
52,4,Low,H,582,Middle_Unit,9431000,16204.46735,5/5/2026,north,8. Normal (Poor Direction - N/W),350,4.5
27,15,Mid,H,580,Small_Unit,9980000,17206.89655,5/5/2026,north,8. Normal (Poor Direction - N/W),400,4.5
51,6,Low,D,502,Small_Unit,8000000,15936.25498,2/5/2026,south,6. Normal (Good Direction - S/E),350,6
34,9,Low,C,897,Large_Unit,12000000,13377.92642,2/5/2026,east,6. Normal (Good Direction - S/E),650,6
6,3,Low,D,762,Large_Unit,11880000,15590.55118,30/4/2026,south,2. Premium (Full Mountain),460,8.5
32,3,Low,C,651,Middle_Unit,9900000,15207.37327,30/4/2026,east,6. Normal (Good Direction - S/E),500,6
7,25,Mid,F,536,Small_Unit,8780000,16380.59701,30/4/2026,west,8. Normal (Poor Direction - N/W),430,4.5
22,11,Mid,H,702,Middle_Unit,1140000,1623.931624,30/4/2026,north,8. Normal (Poor Direction - N/W),150,4.5
1,26,High,D,489,Small_Unit,4728000,9668.711656,24/4/2026,south,10. Poor Street (King's Road Noise Penalty),400,2
55,7,Low,F,680,Middle_Unit,11900000,17500,24/4/2026,west,8. Normal (Poor Direction - N/W),200,4.5
2,20,Mid,D,583,Middle_Unit,7680000,13173.24185,24/4/2026,south,2. Premium (Full Mountain),400,8.5
10,24,Mid,F,582,Middle_Unit,8500000,14604.811,23/4/2026,west,8. Normal (Poor Direction - N/W),400,4.5
24,3,Low,C,580,Small_Unit,7960000,13724.13793,23/4/2026,east,6. Normal (Good Direction - S/E),200,6
7,5,Low,A,582,Middle_Unit,8600000,14776.6323,20/4/2026,north,8. Normal (Poor Direction - N/W),430,4.5
7,8,Low,F,536,Small_Unit,7000000,13059.70149,20/4/2026,west,8. Normal (Poor Direction - N/W),430,4.5
24,8,Low,E,702,Middle_Unit,11000000,15669.51567,23/4/2026,south,6. Normal (Good Direction - S/E),200,6
18,22,Mid,G,684,Middle_Unit,10700000,15643.27485,17/4/2026,west,8. Normal (Poor Direction - N/W),400,4.5
1,2,Low,D,489,Small_Unit,6850000,14008.17996,17/4/2026,south,10. Poor Street (King's Road Noise Penalty),400,2
28,5,Low,B,714,Middle_Unit,11500000,16106.44258,16/4/2026,east,6. Normal (Good Direction - S/E),400,6
27,23,Mid,A,580,Small_Unit,9200000,15862.06897,16/4/2026,north,8. Normal (Poor Direction - N/W),400,4.5
7,3,Low,H,582,Middle_Unit,8200000,14089.34708,16/4/2026,north,8. Normal (Poor Direction - N/W),430,4.5
49,3,Low,A,689,Middle_Unit,9900000,14368.65022,15/4/2026,north,8. Normal (Poor Direction - N/W),500,4.5
22,10,Low,A,702,Middle_Unit,11500000,16381.76638,15/4/2026,north,8. Normal (Poor Direction - N/W),150,4.5
12,3,Low,A,593,Middle_Unit,8180000,13794.26644,15/4/2026,north,8. Normal (Poor Direction - N/W),400,4.5
49,5,Low,F,664,Middle_Unit,10780000,16234.93976,14/4/2026,west,8. Normal (Poor Direction - N/W),500,4.5
6,22,Mid,G,704,Middle_Unit,10500000,14914.77273,8/4/2026,west,8. Normal (Poor Direction - N/W),460,4.5
28,13,Mid,D,602,Middle_Unit,8880000,14750.83056,8/4/2026,south,6. Normal (Good Direction - S/E),400,6
10,23,Mid,F,582,Middle_Unit,9100000,15635.73883,8/4/2026,west,8. Normal (Poor Direction - N/W),400,4.5
15,16,Mid,H,530,Small_Unit,8430000,15905.66038,3/4/2026,north,8. Normal (Poor Direction - N/W),400,4.5
52,24,Mid,A,582,Middle_Unit,10700000,18384.87973,3/4/2026,north,8. Normal (Poor Direction - N/W),350,4.5
12,17,Mid,A,593,Middle_Unit,8960000,15109.61214,2/4/2026,north,8. Normal (Poor Direction - N/W),400,4.5
44,17,Mid,E,708,Middle_Unit,11900000,16807.9096,2/4/2026,south,6. Normal (Good Direction - S/E),650,6
18,9,Low, E,593,Middle_Unit,8800120,14840,31/3/2026,south,2. Premium (Full Mountain),400,8.5
28,12,Mid, D,602,Middle_Unit,8600172,14286,31/3/2026,south,6. Normal (Good Direction - S/E),400,6
18,22,Mid, H,690,Middle_Unit,10000170,14493,30/3/2026,north,8. Normal (Poor Direction - N/W),400,4.5
38,26,High, A,1114,Large_Unit,21227270,19055,30/3/2026,north,1. Premium Plus (Full Harbour),600,9
52,22,Mid, E,582,Middle_Unit,9499986,16323,30/3/2026,south,6. Normal (Good Direction - S/E),350,6
57,22,Mid, D,760,Large_Unit,14120040,18579,27/3/2026,south,6. Normal (Good Direction - S/E),200,6
21,17,Mid, B,723,Large_Unit,10999722,15214,27/3/2026,east,6. Normal (Good Direction - S/E),150,6
45,15,Mid, F,572,Middle_Unit,6380088,11154,25/3/2026,west,3. Premium Partial (Gap Harbour View),650,8
60,17,Mid, C,680,Middle_Unit,11500160,16912,24/3/2026,east,6. Normal (Good Direction - S/E),200,6
39,18,Mid, H,1114,Large_Unit,20799494,18671,19/3/2026,north,1. Premium Plus (Full Harbour),600,9
14,25,Mid, G,582,Middle_Unit,9499986,16323,17/3/2026,west,8. Normal (Poor Direction - N/W),400,4.5
41,14,Mid, E,922,Large_Unit,15949678,17299,17/3/2026,south,6. Normal (Good Direction - S/E),600,6
55,25,Mid, G,684,Middle_Unit,10379700,15175,16/3/2026,west,8. Normal (Poor Direction - N/W),200,4.5
60,6,Low, F,647,Middle_Unit,10799724,16692,11/3/2026,west,8. Normal (Poor Direction - N/W),200,4.5
23,8,Low, B,580,Middle_Unit,9829840,16948,11/3/2026,east,6. Normal (Good Direction - S/E),200,6
9,8,Low, B,589,Middle_Unit,9319747,15823,11/3/2026,east,6. Normal (Good Direction - S/E),400,6
56,22,Mid, B,792,Large_Unit,15880392,20051,11/3/2026,east,6. Normal (Good Direction - S/E),200,6
29,9,Low, G,580,Middle_Unit,9180240,15828,10/3/2026,west,8. Normal (Poor Direction - N/W),400,4.5
28,17,Mid, F,583,Middle_Unit,7469979,12813,10/3/2026,west,8. Normal (Poor Direction - N/W),400,4.5
50,12,Mid, B,664,Middle_Unit,11149888,16792,9/3/2026,east,6. Normal (Good Direction - S/E),350,6
14,26,High, H,530,Small_Unit,8599780,16226,9/3/2026,north,8. Normal (Poor Direction - N/W),400,4.5
63,25,Mid, H,596,Middle_Unit,10900244,18289,6/3/2026,north,8. Normal (Poor Direction - N/W),200,4.5
47,17,Mid, C,707,Large_Unit,8879920,12560,5/3/2026,east,6. Normal (Good Direction - S/E),500,6
42,26,High, F,897,Large_Unit,15780024,17592,5/3/2026,west,3. Premium Partial (Gap Harbour View),650,8
17,5,Low, A,593,Middle_Unit,8500062,14334,4/3/2026,north,8. Normal (Poor Direction - N/W),400,4.5
1,15,Mid, H,545,Small_Unit,5749750,10550,4/3/2026,north,8. Normal (Poor Direction - N/W),400,4.5
26,22,Mid, F,716,Large_Unit,9799892,13687,4/3/2026,west,8. Normal (Poor Direction - N/W),200,4.5
8,17,Mid, E,689,Middle_Unit,9160255,13295,3/3/2026,south,2. Premium (Full Mountain),400,8.5
10,3,Low, G,582,Middle_Unit,8199798,14089,3/3/2026,west,8. Normal (Poor Direction - N/W),400,4.5
32,20,Mid, B,701,Large_Unit,10869706,15506,2/3/2026,east,6. Normal (Good Direction - S/E),500,6
54,3,Low, H,508,Small_Unit,6800088,13386,27/2/2026,north,1. Premium Plus (Full Harbour),650,9
58,26,High, B,702,Large_Unit,9980334,14217,27/2/2026,east,6. Normal (Good Direction - S/E),200,6
50,17,Mid, H,603,Middle_Unit,9250020,15340,27/2/2026,north,8. Normal (Poor Direction - N/W),350,4.5
54,18,Mid, B,587,Middle_Unit,10780255,18365,26/2/2026,east,3. Premium Partial (Gap Harbour View),650,8
41,4,Low, C,897,Large_Unit,13600314,15162,26/2/2026,east,3. Premium Partial (Gap Harbour View),600,8
9,9,Low, D,670,Middle_Unit,9499930,14179,25/2/2026,south,10. Poor Street (King's Road Noise Penalty),400,2
55,18,Mid, G,680,Middle_Unit,12499760,18382,24/2/2026,west,8. Normal (Poor Direction - N/W),200,4.5
27,21,Mid, C,703,Large_Unit,9879962,14054,24/2/2026,east,6. Normal (Good Direction - S/E),400,6
58,25,Mid, B,795,Large_Unit,11037780,13884,23/2/2026,east,6. Normal (Good Direction - S/E),200,6
24,26,High, G,723,Large_Unit,11549925,15975,23/2/2026,west,8. Normal (Poor Direction - N/W),200,4.5
42,7,Low, C,897,Large_Unit,14379807,16031,23/2/2026,east,3. Premium Partial (Gap Harbour View),650,8
31,16,Mid, C,703,Large_Unit,10500008,14936,23/2/2026,east,6. Normal (Good Direction - S/E),500,6
42,25,Mid, F,897,Large_Unit,15379962,17146,23/2/2026,west,3. Premium Partial (Gap Harbour View),650,8
38,8,Low, D,922,Large_Unit,13499924,14642,20/2/2026,south,6. Normal (Good Direction - S/E),600,6
59,24,Mid, A,584,Middle_Unit,10579744,18116,20/2/2026,north,8. Normal (Poor Direction - N/W),200,4.5
31,28,High, D,580,Middle_Unit,9600160,16552,16/2/2026,south,6. Normal (Good Direction - S/E),500,6
43,5,Low, H,1114,Large_Unit,19558498,17557,16/2/2026,north,11. Poor Highway (IEC Noise Penalty),700,1
51,26,High, E,502,Small_Unit,8300068,16534,13/2/2026,south,6. Normal (Good Direction - S/E),350,6
12,20,Mid, H,593,Middle_Unit,8650091,14587,13/2/2026,north,8. Normal (Poor Direction - N/W),400,4.5
63,26,High, D,741,Large_Unit,11200215,15115,13/2/2026,south,6. Normal (Good Direction - S/E),200,6
58,24,Mid, E,760,Large_Unit,13699760,18026,13/2/2026,south,6. Normal (Good Direction - S/E),200,6
51,21,Mid, G,664,Middle_Unit,9819896,14789,12/2/2026,west,8. Normal (Poor Direction - N/W),350,4.5
47,4,Low, B,707,Large_Unit,10380174,14682,12/2/2026,east,6. Normal (Good Direction - S/E),500,6
51,14,Mid, F,664,Middle_Unit,8999856,13554,11/2/2026,west,8. Normal (Poor Direction - N/W),350,4.5
41,7,Low, B,1015,Large_Unit,19020085,18739,11/2/2026,east,3. Premium Partial (Gap Harbour View),600,8
6,2,Low, D,763,Large_Unit,9680181,12687,11/2/2026,south,2. Premium (Full Mountain),460,8.5
10,7,Low, F,582,Middle_Unit,8050224,13832,11/2/2026,west,8. Normal (Poor Direction - N/W),400,4.5
53,9,Low, F,719,Large_Unit,10580085,14715,11/2/2026,west,8. Normal (Poor Direction - N/W),350,4.5
6,23,Mid, B,797,Large_Unit,13479661,16913,11/2/2026,east,6. Normal (Good Direction - S/E),460,6
26,9,Low, G,716,Large_Unit,10999908,15363,10/2/2026,west,8. Normal (Poor Direction - N/W),200,4.5
50,27,High, E,503,Small_Unit,8500197,16899,9/2/2026,south,6. Normal (Good Direction - S/E),350,6
39,5,Low, F,897,Large_Unit,12800190,14270,9/2/2026,west,8. Normal (Poor Direction - N/W),600,4.5
16,8,Low, E,689,Middle_Unit,8739965,12685,5/2/2026,south,2. Premium (Full Mountain),400,8.5
6,22,Mid, G,704,Large_Unit,8650048,12287,5/2/2026,west,8. Normal (Poor Direction - N/W),460,4.5
57,9,Low, E,760,Large_Unit,13480120,17737,4/2/2026,south,6. Normal (Good Direction - S/E),200,6
44,11,Mid, B,723,Large_Unit,12000354,16598,4/2/2026,east,3. Premium Partial (Gap Harbour View),650,6
9,4,Low, E,670,Middle_Unit,8699950,12985,2/2/2026,south,2. Premium (Full Mountain),400,8.5
57,21,Mid, A,760,Large_Unit,12799920,16842,30/1/2026,north,8. Normal (Poor Direction - N/W),200,4.5
20,23,Mid, F,716,Large_Unit,10200136,14246,29/1/2026,west,8. Normal (Poor Direction - N/W),150,4.5
28,5,Low, H,706,Large_Unit,9000088,12748,28/1/2026,north,8. Normal (Poor Direction - N/W),400,4.5
60,15,Mid, C,680,Middle_Unit,10580120,15559,28/1/2026,east,6. Normal (Good Direction - S/E),200,6
11,13,Mid, H,598,Middle_Unit,8499972,14214,28/1/2026,north,8. Normal (Poor Direction - N/W),400,4.5
13,7,Low, F,685,Middle_Unit,9300245,13577,27/1/2026,west,8. Normal (Poor Direction - N/W),400,4.5
43,19,Mid, C,897,Large_Unit,12899757,14381,27/1/2026,east,3. Premium Partial (Gap Harbour View),700,8
16,27,High, D,689,Middle_Unit,10899980,15820,26/1/2026,south,2. Premium (Full Mountain),400,8.5
55,9,Low, H,759,Large_Unit,12600159,16601,23/1/2026,north,8. Normal (Poor Direction - N/W),200,4.5
35,30,High, E,1072,Large_Unit,20199696,18843,22/1/2026,south,6. Normal (Good Direction - S/E),600,6
21,16,Mid, D,702,Large_Unit,9750078,13889,22/1/2026,south,6. Normal (Good Direction - S/E),150,6
21,9,Low, D,702,Large_Unit,9550008,13604,21/1/2026,south,6. Normal (Good Direction - S/E),150,6
29,12,Mid, G,580,Middle_Unit,8650120,14914,21/1/2026,west,8. Normal (Poor Direction - N/W),400,4.5
3,5,Low, A,583,Middle_Unit,7200050,12350,20/1/2026,north,8. Normal (Poor Direction - N/W),400,4.5
3,3,Low, A,583,Middle_Unit,7999926,13722,19/1/2026,north,8. Normal (Poor Direction - N/W),400,4.5
45,13,Mid, H,708,Large_Unit,10879836,15367,16/1/2026,north,1. Premium Plus (Full Harbour),650,9
22,14,Mid, G,582,Middle_Unit,9200256,15808,16/1/2026,west,8. Normal (Poor Direction - N/W),150,4.5
49,10,Low, A,701,Large_Unit,8799653,12553,15/1/2026,north,8. Normal (Poor Direction - N/W),500,4.5
47,24,Mid, C,707,Large_Unit,11850027,16761,14/1/2026,east,6. Normal (Good Direction - S/E),500,6
21,17,Mid, E,702,Large_Unit,9399780,13390,13/1/2026,south,6. Normal (Good Direction - S/E),150,6
2,9,Low, D,583,Middle_Unit,7138252,12244,13/1/2026,south,2. Premium (Full Mountain),400,8.5
15,10,Low, B,582,Middle_Unit,8679948,14914,12/1/2026,east,6. Normal (Good Direction - S/E),400,6
51,15,Mid, B,582,Middle_Unit,9499986,16323,12/1/2026,east,6. Normal (Good Direction - S/E),350,6
38,26,High, C,897,Large_Unit,13899912,15496,9/1/2026,east,3. Premium Partial (Gap Harbour View),600,8
58,21,Mid, G,717,Large_Unit,11279844,15732,7/1/2026,west,8. Normal (Poor Direction - N/W),200,4.5
3,21,Mid, E,583,Middle_Unit,7799957,13379,7/1/2026,south,2. Premium (Full Mountain),400,8.5
59,15,Mid, E,584,Middle_Unit,9450288,16182,6/1/2026,south,6. Normal (Good Direction - S/E),200,6
45,12,Mid, F,572,Middle_Unit,8399820,14685,6/1/2026,west,3. Premium Partial (Gap Harbour View),650,8
48,5,Low, G,580,Middle_Unit,8980140,15483,5/1/2026,west,8. Normal (Poor Direction - N/W),500,4.5
20,21,Mid, B,785,Large_Unit,12600035,16051,5/1/2026,east,6. Normal (Good Direction - S/E),150,6
36,15,Mid, H,1114,Large_Unit,22060542,19803,2/1/2026,north,1. Premium Plus (Full Harbour),600,9
39,9,Low, C,897,Large_Unit,13680147,15251,2/1/2026,east,3. Premium Partial (Gap Harbour View),600,8
58,24,Mid, H,760,Large_Unit,11400000,15000,31/12/2025,north,8. Normal (Poor Direction - N/W),200,4.5
23,20,Mid, B,580,Middle_Unit,9837960,16962,31/12/2025,east,6. Normal (Good Direction - S/E),200,6
31,24,Mid, G,503,Small_Unit,8170229,16243,30/12/2025,west,8. Normal (Poor Direction - N/W),500,4.5
47,19,Mid, G,707,Large_Unit,10100202,14286,30/12/2025,west,8. Normal (Poor Direction - N/W),500,4.5
43,3,Low, F,897,Large_Unit,11800035,13155,24/12/2025,west,3. Premium Partial (Gap Harbour View),700,8
30,11,Mid, A,583,Middle_Unit,7980104,13688,24/12/2025,north,8. Normal (Poor Direction - N/W),500,4.5
55,16,Mid, G,680,Middle_Unit,10899720,16029,24/12/2025,west,8. Normal (Poor Direction - N/W),200,4.5
24,12,Mid, H,709,Large_Unit,9899767,13963,22/12/2025,north,8. Normal (Poor Direction - N/W),200,4.5
26,8,Low, G,716,Large_Unit,8980072,12542,22/12/2025,west,8. Normal (Poor Direction - N/W),200,4.5
44,4,Low, F,572,Middle_Unit,8879728,15524,22/12/2025,west,3. Premium Partial (Gap Harbour View),650,8
54,22,Mid, E,488,Small_Unit,7199952,14754,19/12/2025,south,6. Normal (Good Direction - S/E),650,6
31,16,Mid, A,580,Middle_Unit,7999940,13793,19/12/2025,north,4. Good Open (High Floor City),500,7
61,5,Low, D,714,Large_Unit,11379732,15938,18/12/2025,south,6. Normal (Good Direction - S/E),200,6
24,16,Mid, A,709,Large_Unit,10600259,14951,17/12/2025,north,8. Normal (Poor Direction - N/W),200,4.5
18,18,Mid, D,593,Middle_Unit,8000163,13491,17/12/2025,south,2. Premium (Full Mountain),400,8.5
44,3,Low, H,708,Large_Unit,9300288,13136,16/12/2025,north,1. Premium Plus (Full Harbour),650,9
47,24,Mid, D,580,Middle_Unit,9900020,17069,15/12/2025,south,6. Normal (Good Direction - S/E),500,6
58,3,Low, A,833,Large_Unit,9900205,11885,12/12/2025,north,8. Normal (Poor Direction - N/W),200,4.5
61,8,Low, H,591,Middle_Unit,9649848,16328,12/12/2025,north,8. Normal (Poor Direction - N/W),200,4.5
58,25,Mid, D,685,Middle_Unit,9500265,13869,11/12/2025,south,6. Normal (Good Direction - S/E),200,6
39,19,Mid, E,922,Large_Unit,10280300,11150,10/12/2025,south,6. Normal (Good Direction - S/E),600,6
55,24,Mid, B,797,Large_Unit,12779895,16035,10/12/2025,east,6. Normal (Good Direction - S/E),200,6
8,6,Low, F,582,Middle_Unit,8180010,14055,10/12/2025,west,8. Normal (Poor Direction - N/W),400,4.5
11,8,Low, G,691,Middle_Unit,8499991,12301,9/12/2025,west,8. Normal (Poor Direction - N/W),400,4.5
45,24,Mid, F,572,Middle_Unit,8600020,15035,9/12/2025,west,3. Premium Partial (Gap Harbour View),650,8
14,2,Low, B,582,Middle_Unit,7300026,12543,5/12/2025,east,6. Normal (Good Direction - S/E),400,6
13,13,Mid, H,689,Middle_Unit,8899813,12917,5/12/2025,north,8. Normal (Poor Direction - N/W),400,4.5
39,16,Mid, B,1015,Large_Unit,17499615,17241,3/12/2025,east,3. Premium Partial (Gap Harbour View),600,8
1,7,Low, G,580,Middle_Unit,7000020,12069,2/12/2025,west,8. Normal (Poor Direction - N/W),400,4.5
11,26,High, C,582,Middle_Unit,8459952,14536,28/11/2025,east,6. Normal (Good Direction - S/E),400,6
51,6,Low, B,582,Middle_Unit,8249850,14175,28/11/2025,east,6. Normal (Good Direction - S/E),350,6
20,25,Mid, C,785,Large_Unit,12180060,15516,27/11/2025,east,6. Normal (Good Direction - S/E),150,6
48,25,Mid, B,662,Middle_Unit,10100134,15257,20/11/2025,east,6. Normal (Good Direction - S/E),500,6
46,4,Low, F,718,Large_Unit,9879680,13760,19/11/2025,west,8. Normal (Poor Direction - N/W),500,4.5
42,22,Mid, G,1015,Large_Unit,20300000,20000,19/11/2025,west,3. Premium Partial (Gap Harbour View),650,8
40,20,Mid, F,897,Large_Unit,13299819,14827,18/11/2025,west,3. Premium Partial (Gap Harbour View),600,8
42,5,Low, B,1015,Large_Unit,15899975,15665,17/11/2025,east,3. Premium Partial (Gap Harbour View),650,8
51,12,Mid, E,502,Small_Unit,6999888,13944,13/11/2025,south,6. Normal (Good Direction - S/E),350,6
35,30,High, D,1072,Large_Unit,18799664,17537,13/11/2025,south,6. Normal (Good Direction - S/E),600,6
12,16,Mid, A,593,Middle_Unit,7500264,12648,13/11/2025,north,8. Normal (Poor Direction - N/W),400,4.5
30,25,Mid, D,583,Middle_Unit,9300016,15952,12/11/2025,south,6. Normal (Good Direction - S/E),500,6
30,25,Mid, E,583,Middle_Unit,8999771,15437,12/11/2025,south,6. Normal (Good Direction - S/E),500,6
45,25,Mid, G,572,Middle_Unit,8280272,14476,12/11/2025,west,3. Premium Partial (Gap Harbour View),650,8
52,13,Mid, C,701,Large_Unit,10899849,15549,12/11/2025,east,6. Normal (Good Direction - S/E),350,6
18,8,Low, C,684,Middle_Unit,9299664,13596,11/11/2025,east,6. Normal (Good Direction - S/E),400,6
60,12,Mid, A,593,Middle_Unit,9550265,16105,11/11/2025,north,8. Normal (Poor Direction - N/W),200,4.5
2,20,Mid, F,545,Small_Unit,6859915,12587,10/11/2025,west,8. Normal (Poor Direction - N/W),400,4.5
2,10,Low, D,583,Middle_Unit,6699836,11492,10/11/2025,south,2. Premium (Full Mountain),400,8.5
25,9,Low, F,702,Large_Unit,9799920,13960,10/11/2025,west,8. Normal (Poor Direction - N/W),200,4.5
8,22,Mid, H,596,Middle_Unit,7500064,12584,6/11/2025,north,8. Normal (Poor Direction - N/W),400,4.5
